category,categoryLabel,source,line,text
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13774,set_DemonModeLingeringTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13775,get_NukeSlowTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13776,set_NukeSlowTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13779,get_HighestWaveBool
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13780,set_HighestWaveBool
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13797,get_NukeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13798,set_NukeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13805,get_DemonModeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13806,set_DemonModeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13811,get_SecondWindWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13812,set_SecondWindWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13819,get_MissileBarrageWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13820,set_MissileBarrageWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13823,get_TowerMaxHealthFromDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13824,set_TowerMaxHealthFromDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13888,get_HighestWavePerTierThisCycle
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,13889,set_HighestWavePerTierThisCycle
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14070,tierBeforeTournament
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14163,UpgradeTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14164,UpgradeDefenseTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14165,UpgradeUtilityTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14166,UpgradeAttackTierEverUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14167,UpgradeDefenseTierEverUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14168,UpgradeUtilityTierEverUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14169,HighestWaveThisTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14170,RoundsStartedThisTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14171,HighestCoinsEarnedThisTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14172,HighestCellsEarnedThisTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14206,DeathWaveVFX
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14213,HitThisWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14215,ELSDecayWavesUntilDecay
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14216,ELSDecayWasActiveLastWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14217,MoreEliteWavesUntilActive
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14218,MoreFleetWavesUntilActive
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14220,DamageDecayWavesUntilDecay
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14222,HealthDecayWavesUntilDecay
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14235,HitTextDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14289,TotalCoinsEarnedFromWaves
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14298,TotalWavesCompleted
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14336,TotalDamageByDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14342,TotalWavesSkipped
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14394,TotalDamageByDeathWaveThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14397,TotalEnemiesTaggedByDeathwaveThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14414,PresetUpgradeTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14415,PresetUpgradeDefenseTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14416,PresetUpgradeUtilityTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14420,PresetEnhancementTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14421,PresetEnhancementDefenseTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14422,PresetEnhancementUtilityTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14460,ShockwaveSizeLevelSelected
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14473,TierBeforeTournament
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14501,EnhancementTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14503,EnhancementDefenseTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14505,EnhancementUtilityTierUnlocked
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14514,DeathwaveDamageRemaining
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14535,TempTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14536,TempWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14607,Wave20
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14608,Wave40
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14609,Wave60
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14610,Tier2Unlock
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14611,Tier3Unlock
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14614,Wave100PostedTiers
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14615,WaveMilestonePostedEvents
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14617,CurrentWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14633,CoinsEarnedWaveSkipThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14655,WavesSkippedThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14660,LargestWaveSkipThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14661,MostCoinsFromWaveSkipThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14662,MostCellsFromWaveSkipThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14669,DeathWaveCoinsThisRound
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14675,CashEarnedThisWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14676,CoinsEarnedThisWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14704,HealthFromDeathWaveMaxed
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14705,LastWaveResumedFrom
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14712,GemBlockLastClaimedWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14719,SecondWindAngelWingsTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14720,DemonModeLingeringTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14721,NukeSlowTimeoutWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14723,HighestWaveBool
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14732,NukeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14736,DemonModeWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14739,SecondWindWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14743,MissileBarrageWavesUntilRefresh
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14745,TowerMaxHealthFromDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14777,HighestWavePerTierThisCycle
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14949,shockwaveSizeLevel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14950,shockwaveFreqLevel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14958,cashWaveLevel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14960,coinWaveLevel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14974,deathWaveQuantity
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14975,deathWaveCooldown
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,14991,deathWavePlus
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15014,cardWaveSkip
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15024,cardWaveAccelerator
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15200,Shockwave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15405,CoinsEarnedWaveSkip
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15410,EnemiesTaggedByDeathWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15425,DeathWaveCoins
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15480,GetTierValue
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15743,IncreasePowerTreeTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15789,Power_Tree_Tier_2
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,15790,Power_Tree_Tier_3
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16117,GetLeagueTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16118,GetLeagueIDFromTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16140,reachedWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16450,rushWaveTimerEffect
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16546,_WaveStrengthID
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16783,ShowDeathwaveDamageRemaining
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16784,HideDeathwaveDamageRemaining
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16785,UpdateDeathWaveDamageRemaining
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16786,PunchDeathWaveDamageRemainingText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16840,waveInfoPanel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16847,tierNumber
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16848,tierNumber2
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16849,wavePanelTrophyImage
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16850,wavePanelTrophyImageObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16936,wavePanel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16937,waveProgressSlider
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16938,waveProgressSliderImage
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16939,waveTimerType
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16977,enhancementTierUnlock
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16978,enhancementTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16979,enhancementTierUnlockCoinCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16980,enhancementTierUnlockCoinsNeedGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16981,enhancementTierUnlockReadyToUnlockGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16987,enhancementDefenseTierUnlock
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16988,enhancementDefenseTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16989,enhancementDefenseTierUnlockCoinCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16990,enhancementDefenseTierUnlockCoinsNeedGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16991,enhancementDefenseTierUnlockReadyToUnlockGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16997,enhancementUtilityTierUnlock
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16998,enhancementUtilityTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,16999,enhancementUtilityTierUnlockCoinCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17000,enhancementUtilityTierUnlockCoinNeedGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17001,enhancementUtilityTierUnlockReadyToUnlockGO
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17033,workshopTierUnlockButtonObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17034,workshopTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17035,workshopTierUnlockCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17041,workshopDefenseTierUnlockButtonObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17042,workshopDefenseTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17043,workshopDefenseTierUnlockCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17049,workshopUtilityTierUnlockButtonObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17050,workshopUtilityTierUnlockButton
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17051,workshopUtilityTierUnlockCostText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17147,statsHighestWaveText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17148,statsHighestCoinsTierText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17149,statsHighestCellsTierText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17186,gameEndWaveText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17191,gameEndTierText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17192,gameEndHighestWaveTextObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17193,gameEndHighestWaveThisTierText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17204,gameEndDissonanceWaveText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17208,tournamentEndWaveText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17292,tournamentHeatWaveSlider
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17293,tournamentHeatWaveSliderText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17306,aspectRatioTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17401,deathWaveDamageRemainingObject
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17402,deathWaveDamageRemainingText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17403,deathWaveDamageRemainingCurrentPunches
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17454,<PunchDeathWaveDamageRemainingText>b__0
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17455,<PunchDeathWaveDamageRemainingText>b__1
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17561,WaveInfoPanel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17563,ShowWaveInfoPanel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17565,WaveInfoPanelOpen
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17566,WaveInfoPanelClose
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17567,WaveInfoPanelUpdateFunction
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17568,WaveInfoPanelUpdate
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17569,CalculateEnemyValues
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17570,waveTierNumberText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17576,waveInfoTitleText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17577,waveInfoText
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17579,waveInfoContent
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17581,<WaveInfoPanelUpdateFunction>d__26
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17612,alertWave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,17613,_alertWaveSequence
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,63350,APINotIncludedInTitleUsageTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,63370,FreeTierCannotHaveVirtualCurrency
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,97740,ParameterShippingTier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98981,custom_wave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98982,custom_tier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98985,tier2
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98986,tier3
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98987,tier4
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98988,tier5
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98989,tier6
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98990,tier7
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98991,tier8
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98992,tier9
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98993,tier10
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98994,tier11
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98995,tier12
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98996,tier13
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98997,tier14
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98998,tier15
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,98999,tier16
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,99000,tier17
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,99001,tier18
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,99002,tier19
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,99003,tier20.weekly_mission_complete.weekly_mission_box_open(custom_time_category
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100819,Wave And Tier
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100889,Waves
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100902,Difficulty Tiers
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100907,$Currency This Wave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100922,Shockwave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,100944,Drop range of Elite Cells by tier. Index 3 means tier 3. X is the min value and Y the max value
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,101055,Wave Panel
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,101122,Death Wave
wave_tier_milestones,"Waves, tiers, milestones, and run bands",metadata,101184,$Reset Tier Claimed
wave_tier_milestones,"Waves, tiers, milestones, and run bands",libil2cpp,19760,puestodiariopuebloquieremanuelpropiocrisisciertoseguromuertefuentecerrargrandeefectopartesmedidapropiaofrecetierrae-mailvariasformasfuturoobjetoseguirriesgonormasmismos
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,591,ts aux boss).
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,592,"Infliggi un danno in percentuale alla salute massima del nemico, quando il nemico colpisce la tua Torre (include i tiratori, 50% di danno ai boss)"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,595,"mpfer, 50 % Schaden an Bossen)"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,651,Size of Knockback Shockwave (except Bosses).B
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,652,Taille de l'onde de choc qui repousse les ennemis (sauf les boss).
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,653,Dimensioni dell'onda d'urto per allontanare i nemici (eccetto i boss)
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,656,er Bosse)I
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,745,Al golpear: {0}% de probabilidad de lanzar {1} Rayos en cadena que infligen {2}x Da
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,940,Just a basic enemy
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,948,2x faster than basic enemies. Worth 2 coins as base value
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,961,50% speed and x5 health of basic enemies. Worth 4 coins as base value
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,993,30% speed and x20 health of basic enemies. Worth 5 coins as base value
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1013,Basic
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1019,Fast
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1025,Tank
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1031,Ranged
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1037,Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1038,Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1039,Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1040,Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1503,death ray kills
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1505,s par le rayon de la mort
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1508,Muertes por Rayo mortal
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1554,Killed by: Basic
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1563,Killed by: Fast
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1572,Killed by: Tank
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1579,Killed by: Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1581,truite par : boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1582,Ucciso da: boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1583,tet von: Boss
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,1586,Killed by: Ranged
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2155,Death Ray
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2156,Rayon de la mort
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2159,Rayo mortal
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2275,Spawns a rotating Orb at {0} Speed which instantly kills on contact (except Bosses)
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2278,truit les ennemis en les touchant (sauf les boss).
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2280,di {0} che distrugge i nemici a contatto (eccetto i boss)
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2282,er Bosse) bei Kontakt zerst
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2289,"Fires a Plasma Shot at the Boss, reducing Health by"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2290,Tire un grand coup de plasma sur un boss pour r
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2292,"Spara un colpo potente al plasma verso il boss, diminuendo la sua salute di"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2294,en Plasmaschuss auf einen Boss ab und reduziere seine Leben um
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2297,Fires a Death Ray that instantly kills on contact (except Bosses) with a duration of^
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2298,Un puissant rayon qui d
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2299,"truit les ennemis en les touchant (sauf les boss), avec une dur"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2301,"Un raggio potente che distrugge i nemici che ne vengono a contatto (eccetto i boss), con una durata di"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2304,er Bosse) bei Kontakt zerst
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2306,"Un rayo potente que destruye enemigos al hacer contacto (excepto jefes), con una duraci"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2311,"Fires an Energy Net at the Boss, Immobilizing it for="
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2313,cial sur un boss pour l'immobiliser pendant
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2314,Spara una rete speciale verso un boss per immobilizzarlo perG
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2315,Feuere ein spezielles Netz auf einen Boss ab und immobilisiere ihn f
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,2341,On Basic Enemy Crit Kill: Base 1 coin drop at a chance of
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3842,"x{0} tower damage, but bosses have x{1} health"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3843,"ts de la tour x{0}, mais PV des boss x{1}.3"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3844,"x{0} danni della Torre, ma i boss hanno x{1} salute"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3845,"Turmschaden x {0}, Bosse haben jedoch Leben x {1}"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3921,"Ranged enemies attack distance reduced, but ranged enemies damage x{0}"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3988,"Boss health -{0}%, but boss speed +{1}%"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3989,"PV des boss -{0} %, mais vitesse des boss +{1} %."
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3990,"Salute del boss -{0}%, ma velocit"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3991,del boss +{1}%
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,3992,"Boss-Leben - {0} %, Bossgeschwindigkeit jedoch + {1} %"
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,4324,Double Death Ray
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,4325,Double rayon de la mort
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,4328,Doble rayo mortal
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,4745,Percentage of Tower max health increased by each enemy killed by Death Wave (Max of x7 base health)
enemy_catalogue,"Enemy catalogue, death causes, and threat explanations",assets,4813,Death Ray has a chance of firing a second ray
