source,line,kind,text
asset,33054,localization/ui,Overheat conditions add an extra challenge when you reach very high waves.
asset,33055,localization/ui,"Review active and upcoming Overheat in the Heat panel, found in the Lobby."
asset,33116,localization/ui,Tournament Heat
asset,33125,localization/ui,Increasing Heat
asset,33134,localization/ui,Persistent Heat
asset,33143,localization/ui,Activate on Wave
asset,33150,localization/ui,Battle Heat
asset,33175,localization/ui,More Elites
asset,33179,localization/ui,Mehr Eliten
asset,33182,localization/ui,Mais Elites
asset,33184,localization/ui,More Fleets
asset,33191,localization/ui,Tower damage is reduced by {0} levels every 10 wavesK
asset,33214,localization/ui,Tower health is reduced by {0} levels every 10 wavesF
asset,33235,localization/ui,An additional Elite spawns every {0} waves
asset,33244,localization/ui,tzliche Elite spawnt alle {0} Wellen.
asset,33248,localization/ui,Um Elite extra
asset,33254,localization/ui,An additional Fleet spawns every {0} waves
asset,33261,localization/ui,tzliche Flotte spawnt alle {0} Wellen..
asset,33391,localization/ui,Your highest wave: Tier {0} - Wave {1}
asset,33425,localization/ui,Stuck on Tier {0} - Wave {1}? Spend Coins on upgrades!
asset,33612,localization/ui,Largest Wave Skip
asset,33647,localization/ui,Note: You will resume battle when the last Boss or Fleet enemy spawned.
asset,33648,localization/ui,Previous wave: {0}
asset,33658,localization/ui,"Hinweis: Du setzt den Kampf an dem Punkt wieder fort, an dem der letzte Boss oder die letzte Flotte gespawnt ist."
asset,33682,localization/ui,From Death Wave
asset,33797,localization/ui,Dissonance
asset,33798,localization/ui,Dissonance
asset,34014,localization/ui,Elites killed in Golden Bot range grant {0}x more Cells.U
asset,34023,localization/ui,tete Eliten hinterlassen {0}-mal mehr Zellen.
asset,34027,localization/ui,Elites mortos no alcance do Bot Dourado concedem {0}x mais c
asset,34097,localization/ui,A percent of each tier's Dissonant Boosts will be permanently applied to the tower
asset,34776,localization/ui,Most Coins From Wave Skip
asset,34787,localization/ui,Most Cells From Wave Skip
asset,34954,localization/ui,Boosts per tier
asset,34984,localization/ui,Dissonant Runs are a specialized challenge within Tiers. You must choose a Workshop tab to be disabled for the run.
asset,34990,localization/ui,Le Corse Dissonanti sono una sfida speciale all'interno dei Tier. Devi scegliere una scheda Workshop da disabilitare per la corsa.
asset,34992,localization/ui,ufe sind eine spezielle Herausforderung innerhalb der Tiers. Du musst einen Werkstatt-Reiter ausw
asset,35004,localization/ui,"Based on the selected Workshop and the highest wave reached, you will receive a Dissonant Boost for that tier:"
asset,35026,localization/ui,"Dissonant Boosts from one Tier echoes to other Tiers, with a bonus value of {0}"
asset,35042,localization/ui,"Dissonant Echo bonus can be increased through lab researches, unlocked at Tier {0} Wave {1}.{"
asset,35175,localization/ui,"Lastly, use Guardian Bits (available in the Guild Store) to power up and accessorize your new tower buddy - The Guardian! With upgradable chips, chip slots, and skins, your Guardian will help you reach that next milestone."
asset,35276,localization/ui,"Resuming previous round subtracts 5 waves, 50 if Intro Sprint is active.O"
asset,35278,localization/ui,"dent soustrait 5 vagues, 50 si Intro Sprint est actif."
asset,35283,localization/ui,"Reanudar la ronda anterior resta 5 oleadas, 50 si Intro Sprint est"
asset,35289,localization/ui,Intro Sprint
asset,35292,localization/ui,Previous Wave: {0}\nNew Wave: {1}
asset,35320,localization/ui,Enhanced Death Wave
asset,35432,localization/ui,-10% Enemy Damage per 6% Health lost (Max 90%).
asset,35565,localization/ui,Recharges Missile Barrage after set Waves.
asset,35630,localization/ui,On Hit: Amplifies Death Wave Damage taken (Max +50x/Wave).
asset,35663,localization/ui,"Sync Death Wave, Golden Tower, & Black Hole. Cooldown = {0}s."
asset,35776,localization/ui,{0}% chance to spawn autonomous Inner Land Mine (Max 20).
asset,35797,localization/ui,Fire {0} Inner Land Mines at Bosses (25% chance vs Elites).
asset,35804,localization/ui,Feuer {0} Innere Landminen bei Bossen (25% Chance gegen Elitegegner).
asset,35917,localization/ui,{0}% chance Poisoned enemies Miss (halved vs Bosses).
asset,35923,localization/ui,"{0}% Chance, dass vergiftete Gegner ihr Ziel verfehlen (halbiert gegen Bosse)."
asset,35929,localization/ui,Boss
asset,35932,localization/ui,Boss
asset,36033,localization/ui,Spotlight focuses Boss and is reflected to nearby enemies for {0}x Damage.
asset,36037,localization/ui,Il riflettore si concentra sul Boss e viene riflesso sui nemici vicini per infliggere {0}x danni.
asset,36038,localization/ui,"Der Fokus des Scheinwerfers richtet sich auf den Boss und wird auf nahe Gegner reflektiert, wodurch {0}x Schaden entsteht."
asset,36045,localization/ui,Boss
asset,36048,localization/ui,Boss
asset,36103,localization/ui,Kontaktieren Sie uns
asset,36257,localization/ui,"Specific Wave targets within each Tier. Reach Milestones to unlock one-time permanent rewards, Relics, and new game features."
asset,36301,localization/ui,Permanent account-wide collectibles. Earned by completing Milestones and Events to grant permanent passive stat multipliers.
asset,36317,localization/ui,Global difficulty levels. Higher Tiers scale enemy difficulty faster but grant higher Coin Multipliers and unlock exclusive Milestone rewards.
asset,36346,localization/ui,The primary measure of in-run progression. Each Wave spawns a set amount of enemies and progressively scales Enemy Health & Damage.
asset,36399,localization/ui,Waves
metadata,2161,metadata-symbol,BossDamageData
metadata,2164,metadata-symbol,BossDamageEntry
metadata,2166,metadata-symbol,waveNumber
metadata,2178,metadata-symbol,ResetBossStats
metadata,2179,metadata-symbol,TryTrackBossStats
metadata,2180,metadata-symbol,GetBossHistoryCount
metadata,2182,metadata-symbol,GetBossDamageDataByHistoryIndex
metadata,2183,metadata-symbol,GetBossEntryByHistoryIndex
metadata,2184,metadata-symbol,AddNewBossDamageEntry
metadata,2185,metadata-symbol,GetCurrentBossDamageEntry
metadata,2186,metadata-symbol,GetOrCreateEntryForBoss
metadata,2187,metadata-symbol,CreateEmptyBossDamageList
metadata,2201,metadata-symbol,activeBossDamageEntries
metadata,2258,metadata-symbol,wave
metadata,2259,metadata-symbol,tier
metadata,2260,metadata-symbol,TryLogWaveReached
metadata,2261,metadata-symbol,LogWaveReached
metadata,2271,metadata-symbol,LogAchievementTierReached
metadata,2273,metadata-symbol,highestWavePerTierThisCycle
metadata,2274,metadata-symbol,eventMissionTiersCompletedThisCycle
metadata,2412,metadata-symbol,CheckAndPostWave100PerTier
metadata,2413,metadata-symbol,CheckAndPostWaveMilestonesPerTier
metadata,2414,metadata-symbol,wave20
metadata,2415,metadata-symbol,wave40
metadata,2416,metadata-symbol,wave60
metadata,2417,metadata-symbol,tier2Unlock
metadata,2418,metadata-symbol,tier3Unlock
metadata,2421,metadata-symbol,wave100PostedTiers
metadata,2422,metadata-symbol,waveMilestonePostedEvents
metadata,2423,metadata-symbol,WaveMilestones
metadata,2598,metadata-symbol,isOverheat
metadata,2600,metadata-symbol,Button_HeatTab
metadata,2601,metadata-symbol,Button_OverheatTab
metadata,2624,metadata-symbol,activationWave
metadata,2632,metadata-symbol,maxWave
metadata,2645,metadata-symbol,tierText
metadata,2646,metadata-symbol,maxWaveText
metadata,2689,metadata-symbol,UpdateDissonanceObjects
metadata,2692,metadata-symbol,TierUp
metadata,2693,metadata-symbol,TierDown
metadata,2694,metadata-symbol,OpenMilestoneManager
metadata,2697,metadata-symbol,DissonanceBonusPanelOpen
metadata,2716,metadata-symbol,tierHighestWaveText
metadata,2717,metadata-symbol,tierCoinBonusText
metadata,2718,metadata-symbol,tierNewAvailableTag
metadata,2719,metadata-symbol,tierLeftButton
metadata,2720,metadata-symbol,tierRightButton
metadata,2770,metadata-symbol,BossHealthBar
metadata,2777,metadata-symbol,BossNet
metadata,2785,metadata-symbol,BossNetHit
metadata,2789,metadata-symbol,BossProjectile
metadata,2795,metadata-symbol,BossSummaryPanelUI
metadata,2804,metadata-symbol,RefreshBossSummaryPanel
metadata,2811,metadata-symbol,bossWaveTitle
metadata,2815,metadata-symbol,<RefreshBossSummaryPanel>b__26_0
metadata,3151,metadata-symbol,get_IntroSprintMaxWaves
metadata,3377,metadata-symbol,IntroSprintMaxWaves
metadata,3516,metadata-symbol,tierSprite
metadata,3584,metadata-symbol,Tier
metadata,3666,metadata-symbol,FreeMilestone
metadata,3667,metadata-symbol,PremiumMilestone
metadata,3688,metadata-symbol,BossDrop
metadata,3689,metadata-symbol,EliteDrop
metadata,3690,metadata-symbol,FleetsDrop
metadata,3752,metadata-symbol,HeatDefinition
metadata,3753,metadata-symbol,IsOverheat
metadata,3755,metadata-symbol,ActivationWave
metadata,3759,metadata-symbol,HeatEntries
metadata,3760,metadata-symbol,OverheatEntries
metadata,3764,metadata-symbol,get_TournamentHeatLevel
metadata,3768,metadata-symbol,GetFixedHeatDataForTier
metadata,3769,metadata-symbol,currentWave
metadata,3770,metadata-symbol,GetFixedHeatLevelsForWave
metadata,3773,metadata-symbol,GetTournamentHeatLevelsForWave
metadata,3774,metadata-symbol,GetTournamentHeat
metadata,3775,metadata-symbol,tournamentHeat
metadata,3776,metadata-symbol,fixedHeat
metadata,3777,metadata-symbol,CombineHeatResults
metadata,3778,metadata-symbol,QueryConditionsForTier
metadata,3786,metadata-symbol,AppendHeatDefinitionEntries
metadata,3790,metadata-symbol,ClearHeat
metadata,3792,metadata-symbol,IsHeatIncreased
metadata,3793,metadata-symbol,GetNextAndLastHeatIncreaseWave
metadata,3794,metadata-symbol,GetTournamentHeatLevelForWave
metadata,3795,metadata-symbol,GetTournamentHeatValue
metadata,3796,metadata-symbol,GetHeatValueFromLevels
metadata,3804,metadata-symbol,GetUltimateBossModifier
metadata,3817,metadata-symbol,GetBossesUltimateDuration
metadata,3828,metadata-symbol,numberOfWaves
metadata,3830,metadata-symbol,CheckOverheatFirstTimeOnboarding
metadata,3833,metadata-symbol,active_fixedHeatConditions
metadata,3835,metadata-symbol,DefaultTournamentHeatIncreaseWaves
metadata,3836,metadata-symbol,TournamentHeatLevelCount
metadata,3837,metadata-symbol,tournamentHeatIncreaseWaves
metadata,3843,metadata-symbol,prevTournamentHeatLevel
metadata,3845,metadata-symbol,isRandomizingHeatConditions
metadata,3848,metadata-symbol,FixedHeatDataByTier
metadata,3849,metadata-symbol,TournamentHeatDataByLeague
metadata,3850,metadata-symbol,TournamentHeatLevel
metadata,3894,metadata-symbol,requiredTier
metadata,4044,metadata-symbol,Deathwave
metadata,4046,metadata-symbol,DeathwaveController
metadata,4047,metadata-symbol,get_PlayEffectWaves
metadata,4048,metadata-symbol,SetDeathWaveBrightness
metadata,4049,metadata-symbol,ResetDeathwaveFinal
metadata,4050,metadata-symbol,SetDeathwaveFinalSize
metadata,4051,metadata-symbol,GetDeathWaveFinalTrailColor
metadata,4053,metadata-symbol,PlayDeathWave
metadata,4054,metadata-symbol,ApplyDeathWaveEffects
metadata,4057,metadata-symbol,waveInterval
metadata,4058,metadata-symbol,deathWaveParticle
metadata,4063,metadata-symbol,deathwaveFinalWave
metadata,4064,metadata-symbol,deathWaveFinalParticle
metadata,4065,metadata-symbol,deathwaveFinalSize
metadata,4066,metadata-symbol,deathWavePersistingBoost
metadata,4067,metadata-symbol,deathwaveFinalScaleAdjustment
metadata,4068,metadata-symbol,deathwaveFinalTimer
metadata,4069,metadata-symbol,deathwaveColor
metadata,4070,metadata-symbol,deathwavePlusColor
metadata,4073,metadata-symbol,isDeathWaveActive
metadata,4075,metadata-symbol,PlayEffectWaves
metadata,4077,metadata-symbol,<PlayDeathWave>b__0
metadata,4082,metadata-symbol,<_waveInterval>5__4
metadata,4083,metadata-symbol,DeathwaveFinalWave
metadata,4168,metadata-symbol,WaveAndTierButtonChecks
metadata,4169,metadata-symbol,WaveEdit
metadata,4170,metadata-symbol,TierEdit
metadata,4171,metadata-symbol,OnTierDecrease
metadata,4172,metadata-symbol,OnTierIncrease
metadata,4173,metadata-symbol,OnWaveDecrease
metadata,4174,metadata-symbol,OnWaveIncrease
metadata,4175,metadata-symbol,OnWaveAndTierConfirm
metadata,4285,metadata-symbol,tierDecreaseButton
metadata,4286,metadata-symbol,tierIncreaseButton
metadata,4287,metadata-symbol,waveDecreaseButton
metadata,4288,metadata-symbol,waveIncreaseButton
metadata,4289,metadata-symbol,waveText
metadata,4290,metadata-symbol,waveAndTierResultText
metadata,4300,metadata-symbol,deathWaveEffectsText
metadata,4384,metadata-symbol,deathWaveUpgradeDropdownList
metadata,4470,metadata-symbol,WaveSkip
metadata,4479,metadata-symbol,WaveAccelerator
metadata,4490,metadata-symbol,DeathWave
metadata,4513,metadata-symbol,DissonanceBonusUI
metadata,4527,metadata-symbol,DissonanceBoost
metadata,4528,metadata-symbol,get_WaveReached
metadata,4536,metadata-symbol,GetWaveReached
metadata,4540,metadata-symbol,SetMaxWave
metadata,4543,metadata-symbol,waveReached
metadata,4546,metadata-symbol,_maxWave
metadata,4548,metadata-symbol,_cachedForTier
metadata,4550,metadata-symbol,WaveReached
metadata,4552,metadata-symbol,DissonanceInfoUI
metadata,4555,metadata-symbol,DissonanceManager
metadata,4566,metadata-symbol,get_SelectedDissonance
metadata,4567,metadata-symbol,set_SelectedDissonance
metadata,4568,metadata-symbol,add_OnSelectedDissonanceChanged
metadata,4569,metadata-symbol,remove_OnSelectedDissonanceChanged
metadata,4578,metadata-symbol,OpenDissonanceInfoWindow
metadata,4587,metadata-symbol,selectedDissonance
metadata,4589,metadata-symbol,OnSelectedDissonanceChanged
metadata,4600,metadata-symbol,SelectedDissonance
metadata,4601,metadata-symbol,DissonanceType
metadata,4606,metadata-symbol,DissonanceRemoteData
metadata,4611,metadata-symbol,DissonanceTabButton
metadata,4614,metadata-symbol,DissonanceTypeIcon
metadata,4621,metadata-symbol,DissonantBoostsTierDataEntry
metadata,4623,metadata-symbol,SetValuesForTier
metadata,4625,metadata-symbol,attackWaveText
metadata,4627,metadata-symbol,defenseWaveText
metadata,4629,metadata-symbol,utilityWaveText
metadata,4631,metadata-symbol,ultWaveText
metadata,4773,metadata-symbol,get_IsBossOrElite
metadata,4827,metadata-symbol,DeathwaveFinalDamage
metadata,4849,metadata-symbol,DeathWaveCoinBonus
metadata,4850,metadata-symbol,DeathWaveCellBonus
metadata,4851,metadata-symbol,LivedWavesCoins
metadata,4852,metadata-symbol,HandleScatterBossDeath
metadata,4867,metadata-symbol,spawnPosition
metadata,4869,metadata-symbol,isBossToTrackStats
metadata,4878,metadata-symbol,wavesPassed
metadata,4879,metadata-symbol,OnEachWave
metadata,4946,metadata-symbol,enemyWaveHealthLevel
metadata,4947,metadata-symbol,enemyWaveHealthLevelReductionsCount
metadata,4949,metadata-symbol,enemyWaveDamageLevel
metadata,4950,metadata-symbol,enemyWaveDamageLevelReductionsCount
metadata,4964,metadata-symbol,isIntroSprintBoss
metadata,4965,metadata-symbol,isIntroSprintFleet
metadata,4966,metadata-symbol,waveEnemySpawned
metadata,4967,metadata-symbol,numWavesAlive
metadata,4998,metadata-symbol,rayMiniBossInRangeBool
metadata,5001,metadata-symbol,scatterBossSplitsLeft
metadata,5016,metadata-symbol,spawnedDuringSummon
metadata,5018,metadata-symbol,shockwaveTime
metadata,5030,metadata-symbol,markedByDeathwave
metadata,5031,metadata-symbol,deathwaveEnemyAmplifier
metadata,5034,metadata-symbol,spawnedDuringGoldenTower
metadata,5081,metadata-symbol,enemyWaveHealthReducer
metadata,5084,metadata-symbol,IsBossOrElite
metadata,5132,metadata-symbol,Boss
metadata,5140,metadata-symbol,FleetType
metadata,5145,metadata-symbol,DeathWaveKill
metadata,5618,metadata-symbol,get_IsGuildMilestoneUnlocked
metadata,5625,metadata-symbol,get_MaxTier
metadata,5643,metadata-symbol,IsGuildMilestoneUnlocked
metadata,5644,metadata-symbol,MaxTier
metadata,6429,metadata-symbol,EliteCells
metadata,6430,metadata-symbol,Elites
metadata,6431,metadata-symbol,Fleets
metadata,6479,metadata-symbol,deathWaveVFX
metadata,6495,metadata-symbol,hitTextEliteCells
metadata,6499,metadata-symbol,hitTextDeathWave
metadata,6506,metadata-symbol,hitTextBoss
metadata,6509,metadata-symbol,hitTextElites
metadata,6510,metadata-symbol,hitTextFleets
metadata,6518,metadata-symbol,onDeathWaveBrightnessChanged
metadata,6601,metadata-symbol,HandleShockwaveResearchComplete
metadata,6711,metadata-symbol,researchTierToUnlock
metadata,6712,metadata-symbol,researchMilestoneToUnlock
metadata,6776,metadata-symbol,shockwaveSizeLevelSelected
metadata,7001,metadata-symbol,showTier
metadata,7104,metadata-symbol,milestonePremiumIcon
metadata,7315,metadata-symbol,get_IsResumeWave
metadata,7323,metadata-symbol,get_WaveSeed
metadata,7325,metadata-symbol,get_IsOnWaveCooldown
metadata,7342,metadata-symbol,get_MaxSaveCurrentWave
metadata,7351,metadata-symbol,add_TierChanged
metadata,7352,metadata-symbol,remove_TierChanged
metadata,7364,metadata-symbol,CheckUpgradeTiers
metadata,7371,metadata-symbol,WorkshopUpgradeTier
metadata,7382,metadata-symbol,DifficultyTierCalcs
metadata,7385,metadata-symbol,StartNewRoundTestHeat
metadata,7393,metadata-symbol,GetWavesToSkipForIntroSprint
metadata,7394,metadata-symbol,NewWave
metadata,7399,metadata-symbol,GetWaveBaseDamage
metadata,7400,metadata-symbol,GetWaveBaseHealth
metadata,7401,metadata-symbol,WaveUpdate
metadata,7408,metadata-symbol,miniBossType
metadata,7409,metadata-symbol,SpawnRandomEliteEnemy
metadata,7411,metadata-symbol,SpawnRandomFleetEnemy
metadata,7423,metadata-symbol,IsBossActive
metadata,7424,metadata-symbol,IsFleetActive
metadata,7425,metadata-symbol,TowerBossNet
metadata,7426,metadata-symbol,isElite
metadata,7427,metadata-symbol,TowerBossFire
metadata,7431,metadata-symbol,BossProjectileHit
metadata,7445,metadata-symbol,waveHealthLevel
metadata,7446,metadata-symbol,GetSpecificWaveHealthDamageBossHit
metadata,7447,metadata-symbol,GetSpecificWaveHealthDamageEnemyHit
metadata,7456,metadata-symbol,UpdateWaveSkipTextsPos
metadata,7457,metadata-symbol,HeatingUpFloatingText
metadata,7458,metadata-symbol,wavesSkipped
metadata,7462,metadata-symbol,WaveSkipFloatingText
metadata,7500,metadata-symbol,GetDeathwaveDamage
metadata,7501,metadata-symbol,GetDeathwaveQuantity
metadata,7502,metadata-symbol,GetDeathwaveCooldown
metadata,7579,metadata-symbol,GetOutOfRoundShockwaveSize
metadata,7580,metadata-symbol,GetOutOfRoundShockwaveFrequency
metadata,7588,metadata-symbol,GetOutOfRoundCashPerWave
metadata,7590,metadata-symbol,GetOutOfRoundCoinsPerWave
metadata,7594,metadata-symbol,GetOutOfRoundInterestPerWave
metadata,7623,metadata-symbol,triggerHitThisWave
metadata,7625,metadata-symbol,GetAliveFleetEarliestSpawnWave
metadata,7626,metadata-symbol,GetAliveBossEarliestSpawnWave
metadata,7659,metadata-symbol,CheckBossSpawned
metadata,7670,metadata-symbol,ShockwaveFunction
metadata,7701,metadata-symbol,IsWaveSkip
metadata,7702,metadata-symbol,IsDoubleWaveSkip
metadata,7707,metadata-symbol,IsFleetWave
metadata,7741,metadata-symbol,maxTierToRegister
metadata,7753,metadata-symbol,milestoneManager
metadata,7759,metadata-symbol,miniBossController
metadata,7765,metadata-symbol,currentWaveBaseHealth
metadata,7766,metadata-symbol,currentWaveBaseDamage
metadata,7767,metadata-symbol,currentWaveBaseKillCash
metadata,7768,metadata-symbol,resumeWaveLimit
metadata,7769,metadata-symbol,miniBossWaveBool
metadata,7770,metadata-symbol,doubleMiniBossWaveBool
metadata,7771,metadata-symbol,bossWaveBool
metadata,7772,metadata-symbol,bossLastWaveBool
metadata,7773,metadata-symbol,miniBossSpawnTimePct
metadata,7774,metadata-symbol,doubleMiniBossSpawnTimePct
metadata,7777,metadata-symbol,elrFleetsSpawnTimePct
metadata,7778,metadata-symbol,miniBossSpawnedBool
metadata,7779,metadata-symbol,doubleMiniBossSpawnedBool
metadata,7781,metadata-symbol,doubleMiniBossType
metadata,7783,metadata-symbol,currentWaveKillCoins
metadata,7791,metadata-symbol,hasFleetSpawned
metadata,7792,metadata-symbol,hasELRFleetSpawned
metadata,7793,metadata-symbol,moreEliteWavesUntilActive
metadata,7794,metadata-symbol,moreEliteWaveBool
metadata,7795,metadata-symbol,moreEliteSpawnedBool
metadata,7796,metadata-symbol,moreEliteSpawnTimePct
metadata,7797,metadata-symbol,moreEliteType
metadata,7798,metadata-symbol,moreFleetWavesUntilActive
metadata,7799,metadata-symbol,moreFleetWaveBool
metadata,7800,metadata-symbol,moreFleetSpawnedBool
metadata,7801,metadata-symbol,moreFleetSpawnTimePct
metadata,7802,metadata-symbol,waveLengthSeconds
metadata,7803,metadata-symbol,waveCooldownSeconds
metadata,7804,metadata-symbol,enemySpeedWaveMult
metadata,7807,metadata-symbol,enemyMassWaveMult
metadata,7808,metadata-symbol,waveTimer
metadata,7809,metadata-symbol,waveSpawnTimer
metadata,7810,metadata-symbol,waveFastEnemiesSpawned
metadata,7811,metadata-symbol,waveTankEnemiesSpawned
metadata,7812,metadata-symbol,waveRangeEnemiesSpawned
metadata,7813,metadata-symbol,waveProtectorEnemiesSpawned
metadata,7837,metadata-symbol,resumeMiniBossSeed
metadata,7909,metadata-symbol,towerMaxHealthFromDeathWave
metadata,7932,metadata-symbol,cashPerWave
metadata,7934,metadata-symbol,coinsPerWave
metadata,7939,metadata-symbol,interestPerWave
metadata,7943,metadata-symbol,recoveryThisWave
metadata,7966,metadata-symbol,spawnCircleObject
metadata,7967,metadata-symbol,spawnLocation
metadata,7977,metadata-symbol,protectorEnemyLastWaveSpawned
metadata,7978,metadata-symbol,protectorEnemyWavesUntilNextCanSpawn
metadata,7988,metadata-symbol,doubleMiniBossSpawnBool
metadata,7989,metadata-symbol,scatterBossChildSpawnSplitsLeft
metadata,7990,metadata-symbol,scatterBossChildSpawnLocation
metadata,7992,metadata-symbol,currentTier
metadata,7993,metadata-symbol,maxTier
metadata,7994,metadata-symbol,tierCoinMultiplier
metadata,7995,metadata-symbol,tierDifficultyMultiplier
metadata,7996,metadata-symbol,highestWaveBool
metadata,7997,metadata-symbol,highestWaveThisTier
metadata,7998,metadata-symbol,roundsStartedThisTier
metadata,7999,metadata-symbol,highestCoinsEarnedThisTier
metadata,8000,metadata-symbol,highestCellsEarnedThisTier
metadata,8017,metadata-symbol,totalCoinsEarnedFromWaves
metadata,8022,metadata-symbol,totalWavesCompleted
metadata,8042,metadata-symbol,totalDamageByDeathWave
metadata,8053,metadata-symbol,totalWavesSkipped
metadata,8063,metadata-symbol,totalEnemiesDestroyedBoss
metadata,8068,metadata-symbol,coinsEarnedWaveSkipThisRound
metadata,8110,metadata-symbol,enemiesDestroyedByDeathWaveThisRound
metadata,8129,metadata-symbol,wavesSkippedThisRound
metadata,8133,metadata-symbol,mostCoinsFromWaveSkipThisRound
metadata,8134,metadata-symbol,mostCellsFromWaveSkipThisRound
metadata,8137,metadata-symbol,largestWaveSkipThisRound
metadata,8141,metadata-symbol,healthFromDeathWaveThisRound
metadata,8142,metadata-symbol,deathWaveCoinsThisRound
metadata,8183,metadata-symbol,healthFromDeathWaveMaxed
metadata,8187,metadata-symbol,totalDamageByDeathWaveThisRound
metadata,8190,metadata-symbol,totalEnemiesTaggedByDeathwaveThisRound
metadata,8196,metadata-symbol,totalEnemiesDestroyedBossThisRound
metadata,8198,metadata-symbol,totalEnemiesDestroyedElitesThisRound
metadata,8205,metadata-symbol,cashEarnedThisWave
metadata,8206,metadata-symbol,coinsEarnedThisWave
metadata,8207,metadata-symbol,cellsEarnedThisWave
metadata,8210,metadata-symbol,particleExplosionBossPrefab
metadata,8231,metadata-symbol,particleHeatUp
metadata,8236,metadata-symbol,upgradeTierUnlocked
metadata,8245,metadata-symbol,upgradeAttackTierEverUnlocked
metadata,8251,metadata-symbol,upgradeDefenseTierUnlocked
metadata,8259,metadata-symbol,upgradeDefenseTierEverUnlocked
metadata,8265,metadata-symbol,upgradeUtilityTierUnlocked
metadata,8273,metadata-symbol,upgradeUtilityTierEverUnlocked
metadata,8279,metadata-symbol,upgradeTierCost
metadata,8287,metadata-symbol,upgradeDefenseTierCost
metadata,8295,metadata-symbol,upgradeUtilityTierCost
metadata,8308,metadata-symbol,presetUpgradeTierUnlocked
metadata,8309,metadata-symbol,presetUpgradeDefenseTierUnlocked
metadata,8310,metadata-symbol,presetUpgradeUtilityTierUnlocked
metadata,8314,metadata-symbol,presetEnhancementTierUnlocked
metadata,8315,metadata-symbol,presetEnhancementDefenseTierUnlocked
metadata,8316,metadata-symbol,presetEnhancementUtilityTierUnlocked
metadata,8327,metadata-symbol,enhancementTierUnlockCoinsThreshold
metadata,8328,metadata-symbol,enhancementTierUnlocked
metadata,8334,metadata-symbol,enhancementDefenseTierUnlockCoinsThreshold
metadata,8335,metadata-symbol,enhancementDefenseTierUnlocked
metadata,8341,metadata-symbol,enhancementUtilityTierUnlockCoinsThreshold
metadata,8342,metadata-symbol,enhancementUtilityTierUnlocked
metadata,8357,metadata-symbol,deathwaveDamageRemaining
metadata,8358,metadata-symbol,deathwavePlusAmplifier
metadata,8376,metadata-symbol,deathwavePlusHits
metadata,8381,metadata-symbol,deathwave
metadata,8408,metadata-symbol,gemBlockLastClaimedWave
metadata,8412,metadata-symbol,shockwaveObject
metadata,8413,metadata-symbol,shockwaveImage
metadata,8414,metadata-symbol,shockwaveEndTime
metadata,8415,metadata-symbol,shockwaveActiveBool
metadata,8416,metadata-symbol,shockwaveColor
metadata,8417,metadata-symbol,shockwaveSize
metadata,8418,metadata-symbol,shockwaveFrequency
metadata,8419,metadata-symbol,shockwaveSpeed
metadata,8420,metadata-symbol,shockwaveAlphaDropSpeed
metadata,8431,metadata-symbol,secondWindWavesUntilRefresh
metadata,8432,metadata-symbol,secondWindAngelWingsTimeoutWave
metadata,8438,metadata-symbol,demonModeWavesUntilRefresh
metadata,8440,metadata-symbol,demonModeLingeringTimeoutWave
metadata,8443,metadata-symbol,nukeWavesUntilRefresh
metadata,8445,metadata-symbol,nukeSlowTimeoutWave
metadata,8448,metadata-symbol,missileBarrageWavesUntilRefresh
metadata,8461,metadata-symbol,lastWaveResumedFrom
metadata,8462,metadata-symbol,resumeRoundBossAlive
metadata,8475,metadata-symbol,waveSkipTextsPosOffset
metadata,8476,metadata-symbol,waveSkipTextsTimer
metadata,8479,metadata-symbol,noActiveCardsOnMaxTier
metadata,8480,metadata-symbol,hitThisWave
metadata,8482,metadata-symbol,eLSDecayWavesUntilDecay
metadata,8483,metadata-symbol,eLSDecayWasActiveLastWave
metadata,8485,metadata-symbol,damageDecayWavesUntilDecay
metadata,8487,metadata-symbol,healthDecayWavesUntilDecay
metadata,8499,metadata-symbol,magneticHookEliteCounter
metadata,8506,metadata-symbol,_waveBaseHealthCache
metadata,8507,metadata-symbol,_waveHealthLock
metadata,8508,metadata-symbol,_waveBaseDamageCache
metadata,8509,metadata-symbol,_waveDamageLock
metadata,8534,metadata-symbol,moreElitesRandom
metadata,8535,metadata-symbol,wasIntroSprintActiveLastWave
metadata,8540,metadata-symbol,TierChanged
metadata,8542,metadata-symbol,numFleetsSkipped
metadata,8543,metadata-symbol,moreEliteSkipped
metadata,8544,metadata-symbol,moreFleetSkipped
metadata,8554,metadata-symbol,isTestingHeat
metadata,8561,metadata-symbol,IsResumeWave
metadata,8569,metadata-symbol,WaveSeed
metadata,8571,metadata-symbol,IsOnWaveCooldown
metadata,8587,metadata-symbol,MaxSaveCurrentWave
metadata,8611,metadata-symbol,<get_MaxSaveCurrentWave>b__907_0
metadata,8612,metadata-symbol,<get_MaxSaveCurrentWave>b__907_1
metadata,8613,metadata-symbol,<get_MaxSaveCurrentWave>b__907_2
metadata,8665,metadata-symbol,<ShockwaveFunction>d__1241
metadata,8684,metadata-symbol,get_Tier
metadata,8685,metadata-symbol,set_Tier
metadata,8686,metadata-symbol,get_Wave
metadata,8687,metadata-symbol,set_Wave
metadata,8738,metadata-symbol,get_HealthFromDeathWaveThisRound
metadata,8739,metadata-symbol,set_HealthFromDeathWaveThisRound
